,X,SubjectIdentification,FirstName,LastName,SocialSecurityNumber,Sex,BirthDate,Race,Ethnicity,EyeColorText,RegisteredSexOffender,IncidentDate,IncidentID,IncidentStreet,IncidentCity,OffenseLocalStatute,OffenseLocalText,ArrestingOfficerBadgeID,ArrOfficerFirstName,ArrOfficerLastName,ArrestNumber,ArrestDate,ReleaseDate,WarrantType,ArrestingAgencyName,ArrestCategory,WeaponPresent,DrugsPresent,ChargeID,ChargeLevel,ChargeLevelState,ReleaseOfficerBadgeID,RelOfficerFirstName,RelOfficerLastName,TranspOfficerBadgeID,TranspOfficerFirstName,TranspOfficerLastName,SentenceID,ConvictionResults,SentenceTermDays,SentenceDurationYrs,AgeAtBooking,BookingID
1608,1608,609de1b3-092e-4005-a099-da97fbf6bbd1,Deborah,Garcia,890-88-0317,F,4/23/81,,nonhispanic,brown,,7/17/16,2016-68069,2151 ROYAL AVE,Anytown,664A.7(4),VIOLATION OF NO CONTACT OR PROTECTIVE ORDER (SMMS),3176,ERIC,CLARK,20-01609,7/17/16,7/26/16, ,Anytown Police Dept.,On-View,,0,53852,M,Simple Misdemeanor,9785,DAN,WISMAN,2499,MATT,ROTH,90045,sentenced,10,,62,70423
1609,1609,ca18962e-a0c1-401f-b171-b2435b696ff2,Anthony,Burton Johnston,577-39-1310,M,12/12/94,,hispanic,brown,,11/21/13,2013-42407,2151 ROYAL AVE,Anytown,124.401(1)(a),CONTROLLED SUBSTANCE VIOL. (FELB),3078,TODD,GIST,20-01610,11/21/13,11/23/13, ,Any County Sheriff,Summoned-Cited,,0,79456,F,Felony B,1482,CARLOS,BARNEY,4830,JOEL,LINDLEY,43162,sentenced,,10,56,97195
1610,1610,523e6174-2a49-4fdb-9ecc-be9d85dfc815,Daniel,Pugh,034-88-8059,M,10/12/50,white,nonhispanic,brown,,12/25/15,2015-87381,BRIDGE RD & MIDWOOD AVE,Anytown,124.406A,USE OF MINOR IN DRUG TRADE (FELC),1077,BRENT,HAMM,20-01611,12/28/15,1/1/16, ,Any County Sheriff,Summoned-Cited,,1,17802,F,Felony C,6221,REBECCA,GLEASON,4449,R.A.,BATCHELLER,53539,sentenced,,2,28,39098
1611,1611,3ec0aaa5-abca-4732-b667-7669ad5d9572,ason,George,699-30-9696,M,1/13/71,,,brown,,9/23/16,2016-28568,2151 ROYAL AVE,Anytown,708.8,Going Armed With Intent,3712,KEVIN,VRIEZELAAR,20-01612,9/24/16,9/26/16, ,Anytown Police Dept.,On-View,Firearm,0,16244,F,Felony D,2412,MARK,DIERSEN,8557,REBECCA,SANTIAGO,83613,sentenced,,4,29,50626
1612,1612,cb60ce7f-5a31-40e4-9ab3-204004e4b71c,Mary,Gutierrez,760-11-2096,,10/10/50,,nonhispanic,brown,,7/15/16,2016-40347,2151 ROYAL AVE,Anytown,709.4(2)(C)(4),SEXUAL ABUSE 3RD DEGREE-DEFT < 20 (FELC),1277,PAUL,CLARK,20-01613,7/15/16,7/15/16, ,Anytown Police Dept.,Summoned-Cited,,0,96742,F,Felony C,5649,ROB,CAROLAN,7728,MICHAEL,GRAVES,98541,sentenced,,2,32,36424
1613,1613,786ac95e-5807-4e46-a5c1-eed4dbee7fa4,Anthony,Steele,725-18-5171,M,5/7/93,white,nonhispanic,brown,,4/2/15,2015-37300,201 DEAN AVE,Anytown,"711.1, 711.2",Robbery 1st Deg -- Inflict or Attempt Ser. Inj.,3527,BOB,CLARK,20-01614,4/4/15,4/12/15, ,Anytown Police Dept.,On-View,Firearm,0,74100,F,Felony B,4059,SHAWN,RICHMOND,8282,RYAN,FORTMANN,18135,sentenced,,25,57,50182
1614,1614,3ec0aaa5-abca-4732-b667-7669ad5d9572,Jason,George,699-30-9696,M,1/13/71,white,nonhispanic,brown,,1/21/13,2013-69078,BRIDGE RD & FROST WOODS RD,Anytown,708.3A,Assault on a Peace Officer,1204,ANDY,SCHNEIDER,20-01615,1/24/13,1/26/13, ,Any County Sheriff,On-View,,0,84841,M,Aggravated Misdemeanor,5000,MATT,MELLECKER,9334,JACOB,HARDING,77554,sentenced,360,1,58,29337
1615,1615,176c23a9-7db5-415e-bf85-0212c9eda59d,Meghan,Smith,081-83-9782,F,5/9/96,,,grey,1,10/14/14,2014-59760,2151 ROYAL AVE,Anytown,712.5,RECKLESS USE FIRE/EXPLOSIVES - 1978 (SRMS),3373,DANIEL,HANSEN,20-01616,10/17/14,10/22/14, ,Any County Sheriff,On-View,,0,85765,M,Serious Misdemeanor,6044,ANDY,CASSELL,6413,JEREMY,SCHWINDT,87637,sentenced,360,1,63,78391
1616,1616,85286618-799c-49f4-9c8d-2f7f3aeb786a,Rick,Cruz,442-08-7541,M,5/12/81,other,,grey,,12/30/13,2013-85733,2151 ROYAL AVE,Anytown,720.5,FALSE REPRESENTATION OF RECORDS OR PROCESS (SMMS),4683,MIKE,SHINE,20-01617,1/1/14,1/5/14,dispossessory warrant,Anytown Police Dept.,Summoned-Cited,,0,79183,M,Simple Misdemeanor,2777,ERIC,KRACK,3620,JESSE,HAYES,34294,sentenced,10,,19,58393
1617,1617,577ca4b6-c08e-4457-ba97-fbd1f5011714,John,Oconnor,178-23-6979,M,9/6/91,white,,brown,,10/23/13,2013-29832,6002 QUEENS WAY,Anytown,"714.15(1)(a), 714.2(5)","Theft 5th Deg -- Rpr Snd Rec, Trnsfr <$200",8912,DENNIS,HEKTOEN,20-01618,10/26/13,11/2/13, ,Any County Sheriff,Taken into custody,,1,60440,M,Simple Misdemeanor,1063,DAVE,REGENWETHER,6090,JOSH,COLEMAN,98152,sentenced,10,,32,92572
1618,1618,dadd4135-da18-4a48-b005-0ad15526bb3c,Erik,Freeman,838-51-8121,M,1/12/80,,nonhispanic,brown,,10/7/15,2015-40738,2151 ROYAL AVE,Anytown,"724.1, 724.3",Unauthor Possess of Offensive Weapon,6801,MITCHELL,WOOD,20-01619,10/9/15,10/9/15, ,Any County Sheriff,Summoned-Cited,,1,13137,F,Felony D,4541,JOREY,KELLY,4296,JUAN,GOOD,20871,sentenced,,4,62,28151
1619,1619,dfbcc1d0-2e51-4398-87d2-8b4644455161,Erin,Smith,025-59-4814,F,6/20/71,white,,brown,,5/31/15,2015-75851,5101 GORDON AVE,Anytown,9/27/13 13:25,INTERFERENCE W/DCS OFFICER (SRMS),8061,ALIRIO,STOTLER,20-01620,6/3/15,6/9/15, ,Any County Sheriff,Taken into custody,Handgun,0,86130,M,Serious Misdemeanor,4744,PHILLIP,SMITH,3920,BRAD,FARRELL,20145,sentenced,360,1,22,85612
1620,1620,aa559a94-830b-47a0-9d7b-26ab98a023e1,Larry,Drake,396-86-8866,M,7/24/97,white,nonhispanic,brown,0,3/9/15,2015-54692,6401 COPPS AVE,Anytown,718.6(1),False Reports -- Crime Agg or Ser Misd.,3740,DEREK,WOOD,20-01621,3/11/15,3/11/15, ,Anytown Police Dept.,Taken into custody,,0,42210,M,Serious Misdemeanor,7630,JOREY,SWANSON,7708,ROBERT,WILLIAMS,94538,,90,,21,94158
1621,1621,6aef00b9-49fc-4ea3-92a5-a5f05554eee9,Kim,Gonzalez,075-21-0297,F,2/8/77,white,nonhispanic,brown,,12/2/14,2014-56258,5104 WALLACE AVE,Anytown,811.2(8),Fail to Appear -- Fel or While Await Sent/Appeal,6683,JOHN,BROTHERTON,20-01622,12/2/14,12/10/14,Warrant of committal,Any County Sheriff,Summoned-Cited,,0,13924,F,Felony D,9724,WILLIAM,FRANK,5110,JESS,HARTMAN,78680,sentenced,,1,58,88554
1622,1622,523e6174-2a49-4fdb-9ecc-be9d85dfc815,Daniel,Pugh,034-88-8059,M,10/12/50,,nonhispanic,brown,,2/18/15,2015-91160,2151 ROYAL AVE,Anytown,"726.6(1), 726.6(2)",Child Endangerment -- Serious Injury Resulting,1139,DANIEL,JENNINGS,20-01623,2/21/15,3/2/15, ,Anytown Police Dept.,Taken into custody,,0,10204,F,Felony C,9657,JOHN,WRIGHT,5848,MATTHEW,VRIEZELAAR,94093,sentenced,,5,52,12312
1623,1623,5aacae53-405f-4f85-8e92-b1a297f59259,William,Johnson,486-84-9177,M,11/15/87,white,nonhispanic,brown,1,3/18/16,2016-85547,2500 ROYAL AVE,Anytown,718.6(1),False Reports -- 911 Call,3843,TODD,WENDEL,20-01624,3/19/16,3/25/16, ,Anytown Police Dept.,On-View,,1,50976,M,Simple Misdemeanor,3277,BRENT,CAROLAN,9722,BRENT,MOORE,73118,sentenced,10,,25,86195
1624,1624,f1bfd25b-1d8e-4ddc-966d-f57e8f94d171,Chad,Williams,373-53-4907,,7/8/68,white,nonhispanic,brown,,2/27/13,2013-98784,RAMPS  & RIMROCK RD,Anytown,321.216A(1),"MAKING FALSE LICENSES, ID FORMS OR BLANK FORMS (SR",4283,LUKE,SCHMERBACH,20-01625,2/28/13,3/8/13, ,Any County Sheriff,Taken into custody,,1,67102,M,Serious Misdemeanor,5136,LUKE,GIBNEY,7233,RYAN,DROLL,25155,,60,,19,31435
1625,1625,8d2ba748-aeb9-4002-ac81-28081b4316b7,Samantha,Cruz,285-44-1435,F,1/25/91,white,nonhispanic,brown,,6/2/14,2014-18257,2151 ROYAL AVE,Anytown,705.1(C),SOLICITATION TO COMMIT AG MISSD - 1978 (AGMS),3721,BRAD,GARMOE,20-01626,6/4/14,6/12/14,Warrant of committal,Any County Sheriff,Summoned-Cited,,0,30769,M,Aggravated Misdemeanor,2463,JOSH,SEYMOUR,1449,SHANE,MONTZ,70611,cleared,720,2,37,95192
1626,1626,dfbcc1d0-2e51-4398-87d2-8b4644455161,Erin,Smith,025-59-4814,F,6/20/71,white,,brown,1,8/2/13,2013-16714,6540 MAIN DR,Anytown,"124.401(1)(c)(8), 1","Proh Acts -- Int Manf/Del False Other I,II,III CS",4042,ANDY,BELAY,20-01627,8/2/13,8/6/13, ,Any County Sheriff,Taken into custody,,0,39388,O,Unknown,1210,IAN,HAMMES,7135,DAVID,TEBOCKHORST,37259,sentenced,,,33,63056
1627,1627,f089e165-beec-451c-9fa3-af590a02305d,Valerie,Guerrero,623-23-2068,F,12/26/51,,nonhispanic,brown,,6/13/13,2013-49736,6540 MAIN DR,Anytown,715A.2(B),FORGERY - 1987 (AGMS),4073,GABE,CASH,20-01628,6/14/13,6/21/13,Warrant of delivery,Anytown Police Dept.,Taken into custody,,0,77916,M,Aggravated Misdemeanor,5896,JOHN,MCCOY,3043,MATT,SMITH,58396,sentenced,360,1,29,79790
1628,1628,a1821dd6-16a7-4485-9ece-c22c8714a384,Megan,Gibbs,,F,5/26/92,amindian,nonhispanic,brown,,9/18/13,2013-79950,2151 ROYAL AVE,Anytown,124.213,"Proh Acts -- Purch >7,500 mg of Pseudoep w/in 30 D",5886,DAN,REINHARD,20-01629,9/19/13,9/24/13, ,Anytown Police Dept.,Taken into custody,,0,19761,M,Serious Misdemeanor,7553,BRAD,WRIGHT,7806,JOHN,SCHABILION,30027,sentenced,90,,45,64287
1629,1629,686d2fd3-8414-4dea-afc1-dd38672ac02c,Denise,Reese Anderson,774-61-6176,F,9/19/52,white,nonhispanic,brown,,12/3/16,2016-90985,6540 MAIN DR,Anytown,321.17,OPERATING NON REGISTERED VEHICLE -,2177,SARAH,UNGARO,20-01630,12/4/16,12/11/16, ,Any County Sheriff,Taken into custody,,1,21339,O,Scheduled Violation,7577,MIKE,REINHARD,9756,DUSTIN,SAMMONS,55849,sentenced,,,38,83559
1630,1630,59f1683f-85f6-41f4-a1df-ae6464d7f514,Kristie,Fox,223-04-8330,F,2/27/95,asian,nonhispanic,grey,,12/30/15,2015-13155,2351 BROADWAY ,Anytown,708.11(3)(c),STALKING - 1ST OFFENSE (AGMS),9742,BECKI,SAMMONS,20-01631,1/1/16,1/6/16, ,Anytown Police Dept.,On-View,,0,96659,M,Aggravated Misdemeanor,8758,CHRIS,STRICKER,9512,ADAM,STRICKER,32951,sentenced,720,2,32,13020
1631,1631,de9c01ef-33c2-4ae6-87ad-3809a5adf428,Paul,Moody,685-60-0061,M,1/23/60,white,nonhispanic,brown,,9/28/15,2015-30807,2151 ROYAL AVE,Anytown,"708.1(3), 708.2(3)",Assault with Dangerous Weapon (threatening manner),1159,ADAM,VALE,20-01632,10/1/15,10/8/15, ,Anytown Police Dept.,Summoned-Cited,,1,95856,O,Unknown,2983,VIRGINIA,REINHARD,1890,IAN,VALE,72471,sentenced,,,44,45559
1632,1632,aa34f9b5-7615-4d07-936c-bae78ecd3437,July,Washington,230-03-9552,F,7/6/89,,,grey,,11/19/15,2015-36041,BELTINE HIGHWAY  & S TOWNE DR,Anytown,713.6B(2)-A,ATTEMPTED BURGLARY 3RD DEGREE - UNOCCUP MOTOR VEHI,7519,VIRGINIA,SEYMOUR,20-01633,11/21/15,11/26/15, ,Any County Sheriff,Summoned-Cited,,0,62516,M,Serious Misdemeanor,5591,TYSON,SMITH,7813,BRAD,ZEE,36361,sentenced,90,,53,68091
1633,1633,f089e165-beec-451c-9fa3-af590a02305d,Valerie,Rasmussen,623-23-2068,F,12/26/51,asian,nonhispanic,brown,1,2/1/13,2013-47468,2151 ROYAL AVE,Anytown,321.449-A,FAILURE TO COMPLY WITH SAFETY REG. RULES -,5502,BRAD,GLEASON,20-01634,2/3/13,2/11/13, ,Anytown Police Dept.,Summoned-Cited,Firearm,1,15311,O,Scheduled Violation,1899,MARK,DIERSEN,5258,JESSE,FUCHS,57802,sentenced,,,44,46672
1634,1634,609de1b3-092e-4005-a099-da97fbf6bbd1,Deborah,Garcia,890-88-0317,F,4/23/81,white,nonhispanic,brown,,8/12/13,2013-47534,718 INTERLAKE DR,Anytown,321.277,Reckless Driving,2146,BRAD,WISMAN,20-01635,8/13/13,8/20/13, ,Any County Sheriff,On-View,,0,75434,M,Simple Misdemeanor,3809,AARON,QUILES,8044,CREIGHTON,GLEASON,53927,cleared,10,,44,88901
1635,1635,8e777219-3a5c-416e-8801-8ede9fb007a6,Andrew,Young Brown,,M,8/17/96,white,hispanic,brown,,3/8/14,2014-74850,2501 BROADWAY ,Anytown,727.5,Obstruct Emergency Communications,9891,CODY,BELL,20-01636,3/8/14,3/12/14, ,Any County Sheriff,On-View,Rifle,1,87214,M,Simple Misdemeanor,8193,ROB,REINHARD,5127,ALIRIO,HAMMES,50660,sentenced,10,,63,27789
1636,1636,a1821dd6-16a7-4485-9ece-c22c8714a384,Megan,Gibbs,218-89-2055,F,5/26/92,amindian,,brown,,8/6/14,2014-28691,4400 MAIN DR,Anytown,706B.2(1)(a),MONEY LAUNDERING-TRANS OF PROCEEDS FROM ILLEGAL AC,4784,AARON,NEELD,20-01637,8/9/14,8/15/14, ,Any County Sheriff,Summoned-Cited,Knife,0,56511,F,Felony C,2625,KEVIN,PASSMORE,6548,BOB,HANSEN,73349,sentenced,,10,52,80506
1637,1637,20fd41c4-b6ff-4159-ba43-9a351e4c1fd6,Francisco,Johnson,,M,4/11/90,white,hispanic,blue,,7/21/13,2013-28972,2151 ROYAL AVE,Anytown,"709.1, 709.4(2)(b)",Sex Abuse 3rd Deg -- Child 12 or 13,9206,CHRISTINE,BARNEY,20-01638,7/22/13,7/28/13, ,Any County Sheriff,On-View,,0,68475,F,Felony C,8035,REBECCA,JR,7363,JASON,OLSON,70528,sentenced,,10,18,81325
1638,1638,3d945c8f-285c-4aa5-8b75-d65e36b6d071,Donald,Henderson,636-12-0623,M,5/15/80,white,,blue,,8/11/15,2015-36625,2501 BROADWAY ,Anytown,713.7,POSSESSION OF BURGLAR'S TOOLS - 1983 (AGMS),8438,JOHN,GINGERICH,20-01639,8/14/15,8/18/15, ,Anytown Police Dept.,Summoned-Cited,,0,93895,M,Aggravated Misdemeanor,1547,SANDA,MONTZ,4359,R.A.,FAULKCON,66561,cleared,720,2,62,52083
1639,1639,939d2c14-3a8e-4ff2-b101-107919ce4d63,Brandon,Ellis,,,8/5/71,,hispanic,brown,,11/2/16,2016-39226,2101 BROADWAY ,Anytown,321J.2,OWI -- 1st Off (BAC .08),6768,KEVIN,HAMM,20-01640,11/4/16,11/9/16, ,Any County Sheriff,On-View,,0,48920,M,Serious Misdemeanor,2957,NOWAK,BROLL,2991,CHRIS,DOHRMANN,24763,,360,1,43,30239
1640,1640,aa34f9b5-7615-4d07-936c-bae78ecd3437,Jule,Nguyen,230-93-9552,F,7/6/89,white,nonhispanic,grey,,3/7/13,2013-25792,2500 ROYAL AVE,Anytown,124.401(1)(c),CONTROLLED SUBSTANCE VIOL. (FELC),8098,SARA,HERRIG,20-01641,3/7/13,3/8/13, ,Any County Sheriff,Summoned-Cited,,0,32607,F,Felony C,7716,DAVID,BROCKLIN,6679,MICHAEL,GWINN,16687,sentenced,,5,53,75319
1641,1641,aa34f9b5-7615-4d07-936c-bae78ecd3437,Julie,Butler,230-93-9552,F,7/6/89,white,nonhispanic,grey,,4/17/15,2015-27047,204 VALORIE LN,Anytown,713.6B(2)-A,ATTEMPTED BURGLARY 3RD DEGREE - UNOCCUP MOTOR VEHI,1224,DUSTIN,STRICKER,20-01642,4/17/15,4/19/15, ,Anytown Police Dept.,Taken into custody,,0,55707,M,Serious Misdemeanor,6797,BEN,HOSKINS,8693,LAURA,TIES,27228,sentenced,90,,46,73613
1642,1642,21ebd3ec-81e5-48b7-b2f8-955a7b96233f,Daniel,Carter,611-98-4270,M,2/5/57,white,,brown,,11/14/16,2016-26252,2151 ROYAL AVE,Anytown,908.11,VIOLATION OF PROBATION - 1985,5257,BOB,REINHARD,20-01643,11/15/16,11/24/16,Warrant of delivery,Anytown Police Dept.,Taken into custody,,0,74890,O,Unknown,3351,ERIK,RIOS,1077,REBECCA,ARCENAS,21167,sentenced,,,37,92354
1643,1643,c43fe8eb-a6b1-4afb-b6e9-56cb023006d3,Gregory,Bates,535-98-0231,M,6/1/79,,nonhispanic,brown,,2/18/16,2016-28399,2151 ROYAL AVE,Anytown,716.6,Criminal Mischief 5th Degree,1963,JEFFREY,REGENWETHER,20-01644,2/21/16,2/28/16, ,Any County Sheriff,On-View,Knife,1,27512,M,Simple Misdemeanor,7945,RYAN,KISNER,3747,NICK,DROLL,80509,sentenced,10,,48,65257
1644,1644,74b3c5c0-c647-4146-a8c5-da481bcbc50d,Mark,Davis,082-74-0964,M,2/22/82,,nonhispanic,brown,,2/7/14,2014-54044,2151 ROYAL AVE,Anytown,723.4(3),Disorderly Conduct -- Ephithet/Gesture,6935,MATTHEW,MOSES,20-01645,2/7/14,2/12/14, ,Any County Sheriff,Summoned-Cited,,1,49821,M,Simple Misdemeanor,8240,DOUGLAS,SIMCOX,7386,DARIN,KAHLER,94757,,10,,36,43946
1645,1645,0d491a72-d233-48c4-8876-13202e2a1861,Steph,Gray,097-95-9305,M,3/9/54,white,hispanic,brown,,6/21/16,2016-49039,2101 BROADWAY ,Anytown,"716.1, 716.6, 716.6A",Crim Misch 4th Deg -- >$100<$500 Viol Indiv Rghts,1348,CHRIS,PASSMORE,20-01646,6/21/16,6/30/16, ,Any County Sheriff,On-View,,0,63898,M,Serious Misdemeanor,6777,CHRIS,CASH,1930,MERTON,ZACHARIAS,73271,sentenced,360,1,57,43115
1646,1646,7703db99-587c-4ae4-863c-82930d193b8f,Bryan,Roberts,462-53-6624,M,9/23/51,white,,brown,,4/25/16,2016-78586,3803 MAIN DR,Anytown,706B.2(1)(b),MONEY LAUNDER-PROVID PROP TO BE USED IN UNLAWFUL A,4240,TERRY,BROCKLIN,20-01647,4/27/16,4/27/16, ,Any County Sheriff,Summoned-Cited,,0,33017,F,Felony C,9526,MARTY,GRIMM,3860,DUSTIN,FAULKCON,39491,sentenced,,5,39,50740
1647,1647,0b8e556a-7d7c-4702-ac18-7cd7c4bb65a0,Samantha,Sweeney,416-96-8841,F,3/21/63,white,nonhispanic,brown,,5/13/15,2015-14315,2311 BROADWAY ,Anytown,123.47(4),SUPPLYING ALCOHOL TO PERSON UNDER AGE (SRMS),9306,MCKNIGHT,SWANSON,20-01648,5/16/15,5/16/15, ,Any County Sheriff,Summoned-Cited,,0,97803,M,Serious Misdemeanor,4491,GARY,HANSEN,5935,JOREY,FORD,35125,sentenced,360,1,27,90342
1648,1648,939d2c14-3a8e-4ff2-b101-107919ce4d63,Brandon,Ellis,846-01-3560,M,8/5/71,,hispanic,brown,1,3/6/15,2015-46063,2151 ROYAL AVE,Anytown,"123.46, 123.91",Pub Intox -- 3rd or Sub Off,2623,ERIC,JENNINGS,20-01649,3/9/15,3/16/15, ,Anytown Police Dept.,Summoned-Cited,,1,98251,M,Aggravated Misdemeanor,5119,AARON,CAROLAN,9271,MIKE,DOWNES,59167,sentenced,360,1,33,87501
1649,1649,58545454-a612-41a7-a0b4-8cad21a48d89,Amanda,Fernandez,427-23-4965,F,3/10/77,white,,brown,,4/12/13,2013-48722,2151 ROYAL AVE,Anytown,"713.1, 713.5","Burg 2nd Deg -- Person Pres, No Weapon or Inj",8427,TERRY,PATROL,20-01650,4/12/13,4/20/13,dispossessory warrant,Anytown Police Dept.,Taken into custody,,0,50065,F,Felony C,2763,ANDY,SHIRKEY,1227,DAVID,JENNINGS,14412,sentenced,,5,40,67491
1650,1650,577ca4b6-c08e-4457-ba97-fbd1f5011714,John,Oconnor,,M,9/6/91,white,nonhispanic,brown,,4/24/15,2015-47756,6204 GATE RD,Anytown,124.401(1)(c)(3).1,Proh Acts -- Int/Del Crack < 10g,6470,NILES,REGENWETHER,20-01651,4/27/15,4/30/15, ,Any County Sheriff,Summoned-Cited,,0,80204,F,Felony C,4691,LUCAS,UNGARO,7001,ZACH,ALKE,35498,,,10,32,58344
1651,1651,38d8f796-3ad5-4ae2-93da-afc0667d8705,Patsy,Hicks,077-05-4873,F,1/16/64,black,nonhispanic,blue,1,3/31/13,2013-40230,2151 ROYAL AVE,Anytown,"714.15(1)(a), 714.2(4)","Theft 4th Deg -- Rpr Snd Rec, Trnsfr >$100 <$500",2898,BRANDON,NEELD,20-01652,4/1/13,4/2/13, ,Any County Sheriff,Taken into custody,,0,45537,M,Serious Misdemeanor,8532,COLIN,HAMBLIN,7531,ABE,LAING,50034,,120,,23,11061
1652,1652,6801c3eb-3036-4c36-ba86-cfbb30bde833,Robert,Bates,123-61-2300,M,11/9/72,black,,brown,,6/19/16,2016-14608,4509 MAIN DR,Anytown,"714.1(5), 714.2(5)",Theft 5th Deg -- Concl/Destroy Sec Prop < $100,6638,GREG,CASSELL,20-01653,6/19/16,6/21/16, ,Any County Sheriff,Summoned-Cited,,1,42054,M,Simple Misdemeanor,8378,MATT,CARLSON,4293,ROSS,HOAGLAND,45161,cleared,10,,58,53166
1653,1653,59f1683f-85f6-41f4-a1df-ae6464d7f514,Crissy,Fox,223-04-8330,F,2/27/95,pacisland,nonhispanic,grey,,4/28/16,2016-56184,2151 ROYAL AVE,Anytown,453B.12,"Proh Acts -- Drug Tax Stamp Viol, Marij Plant",2034,PRESTON,VRIES,20-01654,4/28/16,5/6/16, ,Anytown Police Dept.,Taken into custody,Handgun,0,65483,O,Unknown,8017,DUSTIN,MOORE,5478,GREG,KELLY,22733,sentenced,,,42,98603
1654,1654,5a5b4f40-e8d4-4d24-88c0-4d9fbc85518a,Tanner,Howard,751-97-6745,M,5/18/87,white,nonhispanic,brown,,6/18/14,2014-95067,6501 BRIDGE RD,Anytown,,INDECENT EXPOSURE/CONDUCT(IC ORDINANCE),7968,MIKE,WATKINSON,20-01655,6/18/14,6/21/14, ,Anytown Police Dept.,Taken into custody,Rifle,0,15583,O,Unknown,1161,NICK,COOK,5078,JOHN,LAKOSE,39804,sentenced,,,44,56962
1655,1655,023a4c69-507d-46a1-833e-ffbe8af088e8,Chris,Palmer,,M,10/18/60,white,hispanic,blue,,12/8/14,2014-84982,1220 BROADWAY ,Anytown,123.46,Consuming Alcoholic Beverage in Pub Place,3584,DAVE,SCHINTLER,20-01656,12/8/14,12/16/14, ,Anytown Police Dept.,On-View,Handgun,0,91360,M,Simple Misdemeanor,2773,ERIK,CLUBB,6996,ERIC,TIES,23349,sentenced,10,,32,35422
1656,1656,74b3c5c0-c647-4146-a8c5-da481bcbc50d,Mark,Davis,082-74-0964,M,2/22/82,,nonhispanic,brown,,11/27/14,2014-88937,2500 ROYAL AVE,Anytown,124.401(5),"Proh Acts -- Poss Con Sub, 3rd Off (All Marij)",5337,MICHAEL,BELAY,20-01657,11/28/14,12/2/14, ,Any County Sheriff,On-View,,0,95212,O,Unknown,8423,DANNY,PASSMORE,2793,STEVE,GWINN,13106,cleared,,,20,85214
1657,1657,f1bfd25b-1d8e-4ddc-966d-f57e8f94d171,Chad,Williams,,M,7/8/68,,nonhispanic,brown,,11/19/13,2013-87692,2151 ROYAL AVE,Anytown,,OPEN CONTAINER IN A  PUBLIC PLACE (IC ORDINANCE),1993,BEN,HIPPLE,20-01658,11/20/13,11/28/13, ,Any County Sheriff,On-View,,0,52283,O,Unknown,7074,CORY,SEYMOUR,2906,DAN,MCMARTIN,86554,sentenced,,,44,22906
1658,1658,4e9b0f1f-1f0a-4346-adaa-8d9475431e1c,Kimberly,Lopez,419-41-5797,F,9/22/85,white,nonhispanic,grey,,9/3/13,2013-95833,1220 BROADWAY ,Anytown,706B.2(1)(c),MONEY LAUNDER-CONCEALING PROCEEDS OF UNLAWFUL ACTI,9574,DOUGLAS,KUNKEL,20-01659,9/5/13,9/8/13, ,Any County Sheriff,On-View,,0,58717,F,Felony C,3603,CREIGHTON,GIBNEY,1482,MICHAEL,MOSES,22121,sentenced,,2,51,13788
1659,1659,a26de2c1-cdd5-4a68-9808-7f9a78c0b1de,Tracy,Estes,104-71-2007,F,2/4/68,white,nonhispanic,blue,,4/18/15,2015-93939,4400 MAIN DR,Anytown,235B.20(7),DEPENDANT ADULT ABUSE -INTENTIONALLY-KNOWINGLY (SRMS),5328,TRAVIS,ROTH,20-01660,4/21/15,4/21/15, ,Any County Sheriff,Taken into custody,,1,50340,M,Serious Misdemeanor,8625,LIBBY,REINHARD,9738,PAUL,VALE,21068,sentenced,90,,51,48351
1660,1660,f1bfd25b-1d8e-4ddc-966d-f57e8f94d171,Chad,Williams,373-53-4907,M,7/8/68,white,,brown,,11/11/16,2016-93712,5805 MAIN DR,Anytown,719.1(1)A,INTERFERENCE W/OFFICIAL ACTS (SMMS),2616,SARAH,NICHOLSON,20-01661,11/14/16,11/20/16,Warrant of delivery,Any County Sheriff,Summoned-Cited,,1,91559,M,Simple Misdemeanor,7669,ALEX,BELAY,7274,JOE,VALE,26900,sentenced,10,,43,55051
1661,1661,c9a6f766-0fab-4f6f-9bff-c591d9d6176d,Katie,Clark,334-68-8327,F,4/1/54,,nonhispanic,grey,,7/10/15,2015-16076,2151 ROYAL AVE,Anytown,714.11(3),FRAUDULENT PRACTICE 3RD DEGREE-AMOUNT UNDETERMINAB,3829,MATTHEW,MOSES,20-01662,7/13/15,7/19/15, ,Any County Sheriff,On-View,,0,64542,M,Aggravated Misdemeanor,1704,DENNIS,MITTVALSKY,3730,TODD,SCHABILION,38600,sentenced,720,2,51,74739
1662,1662,42e75f0f-332a-4cb1-bff2-77bebe32377f,Terry,Ruiz Barnes,475-72-7774,M,10/23/97,white,nonhispanic,brown,,9/18/16,2016-86398,2151 ROYAL AVE,Anytown,715A.2(B),FORGERY - 1987 (AGMS),4331,TRAVIS,HUMRICHOUSE,20-01663,9/19/16,9/25/16, ,Any County Sheriff,Taken into custody,,1,85790,M,Aggravated Misdemeanor,8990,RYAN,HOAGLAND,9353,HARRY,REINHARD,61640,sentenced,360,1,27,36798
